,Date,Value
998,27.11.2017,3674.76
999,28.11.2017,3672.05
1000,29.11.2017,3675.41
1001,30.11.2017,3676.62
1002,03.12.2017,3676.37
1003,04.12.2017,3675.34
1004,05.12.2017,3677.15
1005,06.12.2017,3679.14
1006,07.12.2017,3681.03
1007,10.12.2017,3682.75
1008,11.12.2017,3683.53
1009,12.12.2017,3683.77
1010,13.12.2017,3683.94
1011,14.12.2017,3684.99
1012,17.12.2017,3687.7
1013,18.12.2017,3689.54
1014,19.12.2017,3687.79
1015,20.12.2017,3691.24
1016,21.12.2017,3693.11
1017,24.12.2017,3695.28
1018,25.12.2017,3697.03
1019,26.12.2017,3699.22
1020,27.12.2017,3704.75
1021,28.12.2017,3704.7
1022,08.01.2018,3721.77
1023,09.01.2018,3723.3
1024,10.01.2018,3726.17
1025,11.01.2018,3727.38
1026,14.01.2018,3724.34
1027,15.01.2018,3731.86
1028,16.01.2018,3733.37
1029,17.01.2018,3731.23
1030,18.01.2018,3727.24
1031,21.01.2018,3735.38
1032,22.01.2018,3736.41
1033,23.01.2018,3736.95
1034,24.01.2018,3736.85
1035,25.01.2018,3741.22
1036,28.01.2018,3744.94
1037,29.01.2018,3737.06
1038,30.01.2018,3745.21
1039,31.01.2018,3753.05
1040,01.02.2018,3752.27
1041,04.02.2018,3748.1
1042,05.02.2018,3755.87
1043,06.02.2018,3756.97
1044,07.02.2018,3761.88
1045,08.02.2018,3762.65
1046,11.02.2018,3767.99
1047,12.02.2018,3770.37
1048,13.02.2018,3770.52
1049,14.02.2018,3775.54
1050,15.02.2018,3775.65
1051,18.02.2018,3780.46
1052,19.02.2018,3780.19
1053,20.02.2018,3772.32
1054,21.02.2018,3780.54
1055,25.02.2018,3788.5
1056,26.02.2018,3786.53
1057,27.02.2018,3778.71
1058,28.02.2018,3785.37
1059,01.03.2018,3781.09
1060,04.03.2018,3784.77
1061,05.03.2018,3783.9
1062,06.03.2018,3786.27
1063,11.03.2018,3794.57
1064,12.03.2018,3790.07
1065,13.03.2018,3794.36
1066,14.03.2018,3791.75
1067,15.03.2018,3793.29
1068,18.03.2018,3792.05
1069,19.03.2018,3798.32
1070,20.03.2018,3795.91
1071,21.03.2018,3796.87
1072,22.03.2018,3793.34
1073,25.03.2018,3801.31
1074,26.03.2018,3795.23
1075,27.03.2018,3799.59
1076,28.03.2018,3797.55
1077,29.03.2018,3801.46
1078,01.04.2018,3803.72
1079,02.04.2018,3800.28
1080,03.04.2018,3798.19
1081,04.04.2018,3797.6
1082,05.04.2018,3801.66
1083,08.04.2018,3788.83
1084,09.04.2018,3769.63
1085,10.04.2018,3756.75
1086,11.04.2018,3758.91
1087,12.04.2018,3753.18
1088,15.04.2018,3751.31
1089,16.04.2018,3759.34
1090,17.04.2018,3768.2
1091,18.04.2018,3777.04
1092,19.04.2018,3775.54
1093,22.04.2018,3746.27
1094,23.04.2018,3746.3
1095,24.04.2018,3747.61
1096,25.04.2018,3749.63
1097,26.04.2018,3748.59
1098,27.04.2018,3754.53
1099,02.05.2018,3758.24
1100,03.05.2018,3757.9
1101,06.05.2018,3759.01
1102,07.05.2018,3758.61
1103,09.05.2018,3760.14
1104,10.05.2018,3761.07
1105,13.05.2018,3764.32
1106,14.05.2018,3763.94
1107,15.05.2018,3762.31
1108,16.05.2018,3763.92
1109,17.05.2018,3760.88
1110,20.05.2018,3762.74
1111,21.05.2018,3762.09
1112,22.05.2018,3763.12
1113,23.05.2018,3764.48
1114,24.05.2018,3765.58
1115,27.05.2018,3768.85
1116,28.05.2018,3763.22
1117,29.05.2018,3767.63
1118,30.05.2018,3768.68
1119,31.05.2018,3767.94
1120,03.06.2018,3770.14
1121,04.06.2018,3770.99
1122,05.06.2018,3771.95
1123,06.06.2018,3767.54
1124,07.06.2018,3767.7
1125,08.06.2018,3768.38
1126,12.06.2018,3770.37
1127,13.06.2018,3770.99
1128,14.06.2018,3766.54
1129,17.06.2018,3754.84
1130,18.06.2018,3751.29
1131,19.06.2018,3757.77
1132,20.06.2018,3757.57
1133,21.06.2018,3752.32
1134,24.06.2018,3760.21
1135,25.06.2018,3763.38
1136,26.06.2018,3756.65
1137,27.06.2018,3756.4
1138,28.06.2018,3760.66
1139,01.07.2018,3761.76
1140,02.07.2018,3762.09
1141,03.07.2018,3761.66
1142,04.07.2018,3760.42
1143,05.07.2018,3765.57
1144,08.07.2018,3766.79
1145,09.07.2018,3769.85
1146,10.07.2018,3769.35
1147,11.07.2018,3773.43
1148,12.07.2018,3772.19
1149,15.07.2018,3773.64
1150,16.07.2018,3772.77
1151,17.07.2018,3766.54
1152,18.07.2018,3766.91
1153,19.07.2018,3765.54
1154,22.07.2018,3767.38
1155,23.07.2018,3767.28
1156,24.07.2018,3762.9
1157,25.07.2018,3764.66
1158,26.07.2018,3765.59
1159,29.07.2018,3766.43
1160,30.07.2018,3770.59
1161,31.07.2018,3768.45
1162,01.08.2018,3765.01
1163,02.08.2018,3763.49
1164,05.08.2018,3767.65
1165,06.08.2018,3763.95
1166,07.08.2018,3754.44
1167,08.08.2018,3739.23
1168,09.08.2018,3733.0
1169,12.08.2018,3722.98
1170,13.08.2018,3717.91
1171,14.08.2018,3711.49
1172,15.08.2018,3701.06
1173,16.08.2018,3690.93
1174,19.08.2018,3694.54
1175,20.08.2018,3692.94
1176,21.08.2018,3685.64
1177,22.08.2018,3683.19
1178,23.08.2018,3688.87
1179,26.08.2018,3693.36
1180,27.08.2018,3691.37
1181,28.08.2018,3690.75
1182,29.08.2018,3690.84
1183,30.08.2018,3696.42
1184,02.09.2018,3694.27
1185,03.09.2018,3691.51
1186,04.09.2018,3679.29
1187,05.09.2018,3667.68
1188,06.09.2018,3652.21
1189,09.09.2018,3649.32
1190,10.09.2018,3656.51
1191,11.09.2018,3669.67
1192,12.09.2018,3681.23
1193,13.09.2018,3678.1
1194,16.09.2018,3682.94
1195,17.09.2018,3687.62
1196,18.09.2018,3695.06
1197,19.09.2018,3703.4
1198,20.09.2018,3705.02
1199,23.09.2018,3709.62
1200,24.09.2018,3713.56
1201,25.09.2018,3715.33
1202,26.09.2018,3711.4
1203,27.09.2018,3721.63
1204,30.09.2018,3729.59
1205,01.10.2018,3735.12
1206,02.10.2018,3733.63
1207,03.10.2018,3728.91
1208,04.10.2018,3707.89
1209,07.10.2018,3721.61
1210,08.10.2018,3724.51
1211,09.10.2018,3726.55
1212,10.10.2018,3723.94
1213,11.10.2018,3730.61
1214,14.10.2018,3722.02
1215,15.10.2018,3742.7
1216,16.10.2018,3743.53
1217,17.10.2018,3742.08
1218,18.10.2018,3741.01
1219,21.10.2018,3746.51
1220,22.10.2018,3744.67
1221,23.10.2018,3746.32
1222,24.10.2018,3741.49
1223,25.10.2018,3746.46
1224,28.10.2018,3746.33
1225,29.10.2018,3748.71
1226,30.10.2018,3749.35
1227,31.10.2018,3751.21
1228,01.11.2018,3752.89
1229,05.11.2018,3755.43
1230,06.11.2018,3748.44
1231,07.11.2018,3746.7
1232,08.11.2018,3738.73
1233,11.11.2018,3733.37
1234,12.11.2018,3729.45
1235,13.11.2018,3736.64
